1.0272117351 1.1451616292 1.0301438425 1.0069159360 1.0328502697 1.0275787617 1.0021293740 1.0010638973 1.2188743167 1.0866783684 1.0001320926 1.0158422113 1.5690631459 1.0302111702 1.0355758857 1.0049145818 1.0007639856 1.0119997335 1.1765663053 2.6627804149 1.0158547217 1.0603538809 1.0981093267 1.1583828666 1.0079061176 1.3470641732 1.0352288576 1.1052735251 1.0194248678 1.0100512887 1.1720194508 1.0468699785 1.6884078774 1.0996952057 1.0421476006 1.0005707654 1.1501698405 1.0111834401 1.0004153456 1.0730386220 1.0715221825 1.0008301255 1.0078689089 1.0760589951 1.1127130869 1.0609010352 1.0085927099 2.0321119781 1.2276529402 1.1731226277
5.4033026223 2.0002615346 3.8520725451 1.8076100670 2.7049248686 4.3256732473 1.0212311965 7.0013696104 4.0933059863 4.0225363748 7.1940875627 1.0806963560 3.5601575666 3.1187471563 1.3035248646 1.0409484455 4.2407531950 1.8636300506 1.3254388111 4.5998244162 1.5499967970 1.0422536482 2.3928656625 2.0661511511 5.6108338742 12.7693401665 1.4201366556 2.7034090504 1.6925033789 1.3635304428 1.5714026985 1.0934974665 13.6350279156 2.3802016752 1.3976565392 1.8273161214 1.2296538960 3.3965997650 3.5379290732 1.7461434171 1.6879993665 1.4629892341 1.0347689807 1.4460571592 3.4619302480 4.5259368615 1.5850041114 3.2005394681 23.9047569161 1.7034717822
1.1281113970 1.0283083898 1.0075603131 1.0477495227 1.0832320905 1.4111120791 1.0000164756 1.3203237953 1.0158244905 1.0244504812 1.0105519713 1.0023021360 1.0497108405 1.0107202783 1.0215477139 1.0010183487 1.0396502930 1.0406786540 1.0064725050 1.0080569648 1.0465669052 1.0000026108 1.0981505876 1.2092529596 1.0349600688 1.9545340561 1.1511139130 1.0465993923 1.0562352268 1.0682991205 1.2225627189 1.0057310011 1.0789951503 1.1770412956 1.0610409391 2.1107509852 1.0246948778 1.1405634273 1.0424365707 1.1123961826 1.0374379835 1.0295302419 1.0012731806 1.0249505422 1.0562473806 1.0443201336 1.0836452011 1.0001792750 3.7737760359 1.0493132964
6.1773606719 3.9927412895 1.3263824373 10.4362523188 3.9782248706 14.6044293958 25.2520659596 35.4786196761 8.7653781416 4.8965457367 10.8232341343 3.5345933705 1.8268915028 6.7266024570 9.9626067964 1.0689279190 1.3258859402 10.7322935891 1.5422742390 32.1507691197 2.4134487291 1.1789321520 60.2235860607 3.6052447595 7.6942029927 23.7045951759 7.5667687100 8.8127509680 2.1953004813 7.6945436152 11.7482064408 1.0957160768 1.4956917779 72.1297824720 5.3669561420 23.7135183345 1.3239901326 4.3294114263 5.9106516101 8.1530521316 13.4669888667 4.6728589628 9.1095157708 14.5600683853 4.6395853636 15.6504864446 7.3434651503 2.4775059659 376.6243530655 9.4967422697
1.0047136752 1.0054187577 1.0032800585 1.0013368961 1.0057289593 1.0091410513 1.0004681432 1.0004001094 1.0552678526 1.0303611608 1.0006918211 1.0002942461 1.0003236385 1.0108466888 1.0054839420 1.0009360256 1.0002703257 1.0040305335 1.0471970622 1.0125495082 1.0014812558 1.0011754244 1.0104533019 1.0431089110 1.0030435289 2.1133249202 1.0068892238 1.0405407179 2.0207314321 1.0036228157 1.0520594986 1.0196267534 1.0015716820 1.0300167669 1.0180035472 1.0000483347 1.0122724408 1.0021213170 1.0000784544 1.0216680058 1.0291740993 1.0000255930 1.0009671291 1.0403843390 1.0358904547 1.0066688507 1.0008641744 1.2176338642 1.0069166946 1.0608960130
23.1755634674 4.6967254387 3.3995144093 3.4641833525 3.3301953397 9.7854125010 12.7895979236 76.4313206080 39.0947402374 19.2674374749 5.1618242018 1.6401067648 9.6656951548 3.3280069995 3.0042939068 2.1072818521 3.3344399002 4.0186579866 5.2907548236 6.9192233465 11.6979098632 3.1857454760 4.6550509981 16.4514508258 3.4247225925 11.4351476069 11.6911215404 11.1840803676 4.5546254568 41.1039990416 10.3881558519 1.1939732644 6.9331668529 8.6471936881 7.5335559258 8.5273128612 5.9730902799 1.6599929813 26.3844809108 4.8759685917 4.5764236502 2.7371302598 3.2353910609 7.6512639355 3.3320635669 4.8900348569 6.2912079864 12.9221886812 22.5739851654 13.3845901703
2.5515398768 1.8957624289 5.1722194754 3.8943847608 2.4564028688 2.1710233979 4.6004401776 12.9365757283 1.6817593075 1.2519135203 2.0316536652 1.6229166978 5.8273670825 2.2062498451 2.7632031278 3.1080365370 1.5698171601 1.7502083115 1.1657907014 1.1165972352 4.5984761938 1.3396953291 2.3388207030 1.7490825614 1.4831679360 1.0786679939 1.8513776195 3.8237633327 2.0187074751 3.1724764043 1.6502681331 1.0938807207 4.0132514203 2.5194767227 1.4677605887 2.1287955548 1.2065673019 1.6697372693 9.0568234012 2.9838209117 1.2706552611 2.3016958443 1.0436749795 5.1589717979 1.8670477413 1.9399573048 2.4722215212 1.2612102009 6.8555984924 4.8104873777
1.0000143146 1.0000000759 1.0000009485 1.0000068593 1.0000002152 1.0007560632 1.0000012681 1.0000003479 1.0144771598 1.0004150771 1.0007016191 1.0000000273 1.0000005615 1.0018545856 1.0000063686 1.0009139751 1.0000010457 1.0003149304 1.0051808440 1.0003752066 1.0000874496 1.0000007734 1.0004315913 1.0000496477 1.0000013187 1.9225219064 1.0005318225 1.0011269211 2.0018413613 1.0000000946 1.0011705183 1.0014218132 1.0000000101 1.0012200706 1.0020473545 1.0000000026 1.0000821670 1.0001032682 1.0000000010 1.0001472602 1.0016330163 1.0000020625 1.0000001330 2.0009846605 1.0002543825 1.0024206732 1.0000477207 1.0001776838 1.0365188815 1.0001539405
2.7636707377 1.1220941528 1.1283608501 1.2335951532 1.3597339698 2.3130146526 1.0245651639 1.2227514198 1.0276995380 1.0494354600 1.0457376793 1.0353717059 1.2417090638 1.1238454254 1.0563050537 2.0544761457 1.1760868038 1.1242254307 1.0462809630 1.0758159995 1.1275104681 1.0135445913 1.1498038434 1.1055889461 1.0665268946 1.0167508076 1.1381396088 1.2634095534 1.0756417004 1.3541061812 1.0985453908 1.0388992626 1.4925376373 1.1391322347 1.0894435942 1.1420768416 1.0406340363 1.2003026512 3.1484680296 1.4778946406 1.0901134833 1.3694610640 1.0211685898 1.9714506769 1.0625567710 1.1701142369 1.3833698277 1.0260914780 2.3077291915 1.1942123986
1.3471641267 1.2570217286 4.9131980666 1.1847373989 1.3572905512 2.3022406749 1.0018880108 1.7079574076 1.3083300421 1.2152861412 1.1729518506 1.2020471960 2.7364336902 1.3667209763 1.5659440562 1.0088981437 3.8016835890 1.1782634811 1.0285904678 1.0529832726 1.4763147145 1.0011510038 1.1476766458 1.0997557817 1.3834922645 1.0101563094 1.2464512749 1.2824244598 1.1566517123 4.9568850093 1.0775102224 1.0054323053 1.4737040245 1.1511092391 1.1943242408 4.9906256301 1.0266246349 1.4058455487 1.2258615380 1.1229686951 1.1492696993 2.1768748913 1.0065396881 2.0550182335 1.0557283107 1.3936667602 1.4697030939 1.0184564436 1.3035252013 1.2266215510
